c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-F78B51E5,102,40,Ikoyi,Lagos,Ruth Okonkwo,2014-07-05,Verified
C-OF-O-7CAF860A,195,40,Nnewi,Anambra,Juliet Okafor,2023-07-01,Verified
C-OF-O-BFEC716E,154,27,Ikoyi,Lagos,Juliet Ogunleye,2015-04-28,Verified
C-OF-O-1DCE4417,49,40,Ikeja GRA,Lagos,John Okafor,2016-12-06,Verified
C-OF-O-B8207120,26,42,New Haven,Enugu,Deborah Olawale,2018-10-21,Verified
C-OF-O-02E33F2E,82,15,Nnewi,Anambra,John Ogunleye,2011-01-05,Verified
C-OF-O-2C2D336B,149,24,Ikeja GRA,Lagos,Ruth Olawale,2015-07-07,Verified
C-OF-O-067907D7,13,10,Amawbia,Anambra,Joy Okafor,2012-11-22,Verified
C-OF-O-37CAADB2,32,11,New Haven,Enugu,Joshua Eze,2011-10-25,Verified
C-OF-O-6604A879,11,23,Ikoyi,Lagos,Hope Ibrahim,2015-04-05,Verified
C-OF-O-877AFEA4,89,22,New Haven,Enugu,Victoria Oshodi,2019-05-04,Verified
C-OF-O-4A10E62F,10,16,Onitsha GRA,Anambra,John Ibrahim,2013-12-21,Verified
C-OF-O-2C98D965,177,11,GRA,Enugu,Mary Olawale,2021-07-02,Verified
C-OF-O-5731C7F7,20,6,GRA,Enugu,Hope Oshodi,2024-01-01,Verified
C-OF-O-57BC5316,175,31,GRA,Enugu,Victoria Akinwale,2017-10-14,Verified
C-OF-O-6316CF9C,111,28,Ikeja GRA,Lagos,Ruth Uche,2013-12-29,Verified
C-OF-O-B09FEE9E,83,2,Onitsha GRA,Anambra,Agnes Adeyemi,2024-03-20,Verified
C-OF-O-D2E67752,162,4,Victoria Island,Lagos,Blessing Ogunleye,2010-11-23,Verified
C-OF-O-4996F691,151,35,GRA,Enugu,Paul Ibrahim,2022-10-20,Verified
C-OF-O-2705F067,23,12,Uwani,Enugu,Esther Olawale,2013-02-06,Verified
C-OF-O-4F86A003,96,50,Enugu-Ukwu,Anambra,Paul Ojo,2017-02-24,Verified
C-OF-O-F40C65DE,81,12,Nnewi,Anambra,Faith Okonkwo,2020-11-08,Verified
C-OF-O-59D87FC9,168,28,Uwani,Enugu,Paul Ekwueme,2013-02-28,Verified
C-OF-O-9E5E3C25,180,20,Trans-Ekulu,Enugu,Gabriel Olawale,2015-02-14,Verified
C-OF-O-26BDDDBD,199,33,Onitsha GRA,Anambra,Mark Oyekan,2012-01-11,Verified
C-OF-O-0100651D,165,49,GRA,Enugu,Joshua Oshodi,2022-07-05,Verified
C-OF-O-88E5DE4F,38,35,Trans-Ekulu,Enugu,Stephen Akinwale,2013-02-20,Verified
C-OF-O-34A6B6CB,193,1,GRA,Enugu,Hope Akinwale,2015-08-26,Verified
C-OF-O-ABEFB384,140,30,Enugu-Ukwu,Anambra,Daniel Ojo,2021-04-16,Verified
C-OF-O-9979FB96,186,20,New Haven,Enugu,Joy Obasanjo,2021-03-29,Pledged as Collateral
C-OF-O-B38090F8,133,48,Victoria Island,Lagos,Joshua Nnamani,2020-02-15,Verified
C-OF-O-A7E07FFB,28,21,Victoria Island,Lagos,Patience Obi,2013-05-31,Verified
C-OF-O-3BD33EE8,15,47,New Haven,Enugu,Victoria Okafor,2019-12-24,Verified
C-OF-O-99D90B8B,95,24,Onitsha GRA,Anambra,Victoria Abiola,2015-05-20,Verified
C-OF-O-7FF67B61,84,48,Ikoyi,Lagos,Paul Adeyemi,2020-11-23,Verified
C-OF-O-CDE9C883,197,14,New Haven,Enugu,Peace Nnamani,2021-03-15,Verified
C-OF-O-B2DDA731,8,33,New Haven,Enugu,Hope Akinwale,2013-10-04,Verified
C-OF-O-5B70C07C,75,19,Onitsha GRA,Anambra,Mary Eze,2023-04-29,Verified
C-OF-O-0FDD5991,59,39,Onitsha GRA,Anambra,Mary Balogun,2016-10-22,Verified
C-OF-O-3F950946,166,34,Ikoyi,Lagos,Elizabeth Obasanjo,2017-08-27,Pledged as Collateral
C-OF-O-91311FC3,30,11,Surulere,Lagos,Philip Oyekan,2024-07-13,Verified
C-OF-O-E65CAA58,41,42,Surulere,Lagos,Deborah Chukwu,2016-10-24,Verified
C-OF-O-528D65AB,16,9,Ikoyi,Lagos,Gloria Adeyemi,2012-03-22,Verified
C-OF-O-57AB17C7,163,17,Amawbia,Anambra,Joy Okafor,2018-10-03,Verified
C-OF-O-6D2726C3,82,6,Amawbia,Anambra,Peter Akinwale,2013-12-03,Verified
C-OF-O-6378A3FB,178,17,Enugu-Ukwu,Anambra,Simon Olawale,2020-12-30,Verified
C-OF-O-8F20885D,188,5,New Haven,Enugu,Charity Ibrahim,2011-05-14,Verified
C-OF-O-0D31CDB0,94,31,Nnewi,Anambra,Mark Okafor,2012-05-01,Verified
C-OF-O-CA709967,70,32,Onitsha GRA,Anambra,Joseph Chukwu,2021-02-25,Verified
C-OF-O-92B926C9,35,25,Enugu-Ukwu,Anambra,David Eze,2015-10-16,Verified
C-OF-O-CD26B3F6,196,18,Onitsha GRA,Anambra,Philip Obi,2014-08-14,Verified
C-OF-O-3BD3E15D,124,46,Enugu-Ukwu,Anambra,Gloria Adetokunbo,2024-09-12,Verified
C-OF-O-040108BD,174,35,Trans-Ekulu,Enugu,Patience Akinwale,2013-04-28,Verified
C-OF-O-45E01F80,86,22,Amawbia,Anambra,Samuel Nnamani,2023-07-12,Verified
C-OF-O-2AF19DC9,76,11,Surulere,Lagos,Joshua Ibrahim,2023-06-24,Verified
C-OF-O-23FAB69C,36,40,Onitsha GRA,Anambra,James Ojo,2023-11-19,Verified
C-OF-O-334F0193,154,41,Surulere,Lagos,Elizabeth Ogunleye,2013-10-27,Verified
C-OF-O-CD554EF2,40,6,Ikoyi,Lagos,Deborah Oyekan,2018-12-25,Verified
C-OF-O-238D36F9,66,5,GRA,Enugu,Deborah Abiola,2022-06-25,Verified
C-OF-O-C6EB4A1F,68,33,GRA,Enugu,John Adetokunbo,2012-10-12,Verified
C-OF-O-EA6B6D11,37,37,Onitsha GRA,Anambra,Samuel Uche,2016-08-22,Verified
C-OF-O-BC2F2C28,191,6,Victoria Island,Lagos,James Balogun,2019-03-04,Verified
C-OF-O-F84CE3A4,57,23,Surulere,Lagos,Mary Eze,2022-03-03,Verified
C-OF-O-EADC2D53,178,41,Ikeja GRA,Lagos,Michael Chukwu,2014-09-29,Verified
C-OF-O-AD9CD0D0,133,9,Surulere,Lagos,Blessing Nnamani,2024-08-25,Verified
C-OF-O-0D223E88,98,33,Ikoyi,Lagos,John Oyekan,2019-01-22,Verified
C-OF-O-06B3BFF8,60,31,Enugu-Ukwu,Anambra,Philip Chukwu,2024-07-19,Verified
C-OF-O-E2E10606,127,45,Nnewi,Anambra,Emmanuel Obi,2021-07-14,Verified
C-OF-O-B6926F33,103,8,Victoria Island,Lagos,Simon Eze,2023-05-26,Verified
C-OF-O-6D1B42FB,13,22,Enugu-Ukwu,Anambra,Benjamin Olawale,2019-02-12,Verified
C-OF-O-50265A2F,79,18,New Haven,Enugu,Cornelius Obasanjo,2013-03-21,Verified
C-OF-O-C61185B0,82,19,Ikeja GRA,Lagos,Comfort Balogun,2022-05-01,Verified
C-OF-O-9121191E,65,47,Uwani,Enugu,Faith Obasanjo,2020-11-18,Verified
C-OF-O-D84386A2,89,49,Ikoyi,Lagos,James Ojo,2021-02-11,Verified
C-OF-O-69F17D96,22,16,Surulere,Lagos,Nathaniel Olawale,2020-01-14,Pledged as Collateral
C-OF-O-ED432724,18,20,Victoria Island,Lagos,Charity Nnamani,2015-04-29,Verified
C-OF-O-3FCBC406,167,12,New Haven,Enugu,Simon Abiola,2024-01-20,Verified
C-OF-O-C7C3CD13,166,22,Amawbia,Anambra,Daniel Ogunleye,2021-10-08,Under Dispute
C-OF-O-896D02B0,198,3,Trans-Ekulu,Enugu,Agnes Olawale,2011-05-07,Verified
C-OF-O-1BC23423,86,35,Uwani,Enugu,Agnes Eze,2017-11-12,Verified
C-OF-O-3F75C38E,94,5,New Haven,Enugu,Blessing Ojo,2018-12-13,Verified
C-OF-O-38F333C7,11,36,GRA,Enugu,Andrew Abiola,2021-09-29,Verified
C-OF-O-D55BFA9B,157,4,Uwani,Enugu,David Balogun,2024-08-18,Verified
C-OF-O-6A0C717C,37,24,GRA,Enugu,Mark Chukwu,2013-05-21,Verified
C-OF-O-7C0E7C4D,17,9,Enugu-Ukwu,Anambra,Simon Eze,2013-09-30,Verified
C-OF-O-944FCFA1,144,16,Ikoyi,Lagos,Sarah Balogun,2020-08-19,Verified
C-OF-O-12BA5C73,5,47,GRA,Enugu,Simon Okafor,2024-08-19,Verified
C-OF-O-422E366F,199,29,Amawbia,Anambra,Peter Abiola,2019-02-22,Verified
C-OF-O-C758A1D7,26,22,Ikoyi,Lagos,Victoria Eze,2020-07-23,Verified
C-OF-O-9ECF4B0E,46,46,Trans-Ekulu,Enugu,Mark Olawale,2011-04-24,Verified
C-OF-O-36290D7A,19,45,Victoria Island,Lagos,Benjamin Ojo,2019-08-07,Pledged as Collateral
C-OF-O-0E485ECA,111,16,Victoria Island,Lagos,James Oyekan,2014-05-27,Verified
C-OF-O-1C1262BC,187,38,Ikoyi,Lagos,Emmanuel Chukwu,2017-05-30,Verified
C-OF-O-A3284644,63,9,Uwani,Enugu,Juliet Oyekan,2021-03-07,Verified
C-OF-O-9058789D,155,16,Onitsha GRA,Anambra,Juliet Okafor,2020-11-19,Verified
C-OF-O-795BD45B,42,31,GRA,Enugu,David Nnamani,2017-09-24,Verified
C-OF-O-C36AE654,165,39,Amawbia,Anambra,Deborah Nnamani,2017-11-14,Verified
C-OF-O-EB5FC83F,163,7,Victoria Island,Lagos,Joshua Eze,2023-06-10,Verified
C-OF-O-D77B96F5,128,42,Enugu-Ukwu,Anambra,Andrew Okafor,2022-08-14,Verified
C-OF-O-0DF5E424,77,28,Onitsha GRA,Anambra,Andrew Nnamani,2012-06-16,Verified
C-OF-O-33051FE1,18,36,Ikoyi,Lagos,Hope Chukwu,2015-09-13,Verified
C-OF-O-7D107AEB,109,35,Nnewi,Anambra,Daniel Ogunleye,2011-08-13,Verified
C-OF-O-D9B05A57,162,39,Ikoyi,Lagos,Samuel Ekwueme,2014-07-10,Verified
C-OF-O-42504461,138,44,GRA,Enugu,Sarah Uche,2019-07-14,Verified
C-OF-O-298B414A,113,21,Ikoyi,Lagos,Cornelius Olawale,2016-02-07,Verified
C-OF-O-EC9105A1,147,35,Ikoyi,Lagos,David Ogunleye,2022-08-12,Verified
C-OF-O-29DA1C16,83,50,Uwani,Enugu,Patience Eze,2016-10-22,Verified
C-OF-O-2D14C117,188,8,Uwani,Enugu,Joy Eze,2024-03-21,Verified
C-OF-O-68A7341C,150,43,Ikoyi,Lagos,Peter Nnamani,2019-07-30,Verified
C-OF-O-8F6665D4,13,18,Uwani,Enugu,Samuel Chukwu,2018-03-07,Verified
C-OF-O-AB7121DF,120,35,Ikoyi,Lagos,Samuel Abiola,2014-09-18,Verified
C-OF-O-2DBF8D44,6,49,Trans-Ekulu,Enugu,Deborah Obi,2023-10-27,Verified
C-OF-O-A6850C7F,41,36,GRA,Enugu,Philip Akinwale,2011-10-26,Verified
C-OF-O-A91914F8,53,18,Onitsha GRA,Anambra,Comfort Obi,2017-07-28,Verified
C-OF-O-E3A08C69,94,19,New Haven,Enugu,Faith Eze,2018-03-02,Verified
C-OF-O-2E39AE21,169,7,GRA,Enugu,Agnes Eze,2017-01-19,Verified
C-OF-O-7441C1A6,101,25,Ikeja GRA,Lagos,Mary Nnamani,2014-07-12,Verified
C-OF-O-5F46A4DC,159,42,Ikoyi,Lagos,Joseph Chukwu,2021-03-04,Verified
C-OF-O-591429B5,14,45,Amawbia,Anambra,Simon Obasanjo,2015-09-02,Verified
C-OF-O-C0FC1C6E,180,18,Ikoyi,Lagos,Cornelius Ogunleye,2022-05-13,Verified
C-OF-O-A98D80AD,131,47,Nnewi,Anambra,Blessing Abiola,2019-11-29,Verified
C-OF-O-4FF46D6D,100,18,Victoria Island,Lagos,Grace Obi,2023-01-22,Verified
C-OF-O-62BD37D3,40,23,Trans-Ekulu,Enugu,Gloria Nnamani,2011-05-18,Verified
C-OF-O-C69C0BA2,160,1,GRA,Enugu,Benjamin Oshodi,2016-09-10,Verified
C-OF-O-8501C88F,97,39,Surulere,Lagos,Peace Abiola,2022-05-18,Verified
C-OF-O-B9626F7E,13,5,Onitsha GRA,Anambra,Simon Okafor,2018-08-20,Revoked
C-OF-O-0BC83424,45,26,New Haven,Enugu,Peace Oshodi,2013-05-31,Verified
C-OF-O-DD29E97C,94,19,Surulere,Lagos,Philip Ojo,2012-05-19,Verified
C-OF-O-490FBE3D,176,49,Victoria Island,Lagos,Peace Uche,2022-01-07,Verified
C-OF-O-95893451,107,20,Uwani,Enugu,Benjamin Nnamani,2021-07-06,Revoked
C-OF-O-D0F21694,50,17,Ikeja GRA,Lagos,Esther Ekwueme,2013-07-05,Verified
C-OF-O-393AB47F,62,41,Victoria Island,Lagos,Philip Ekwueme,2013-10-27,Verified
C-OF-O-5528AE1F,75,12,New Haven,Enugu,Andrew Okafor,2024-05-05,Verified
C-OF-O-4EFF49CE,3,49,Onitsha GRA,Anambra,John Oshodi,2020-10-04,Verified
C-OF-O-0193EFE2,84,26,Amawbia,Anambra,Blessing Oyekan,2024-01-14,Verified
C-OF-O-BBBF093F,127,6,Victoria Island,Lagos,Joseph Balogun,2021-01-09,Verified
C-OF-O-4AA54723,61,1,New Haven,Enugu,Patience Oshodi,2017-01-15,Verified
C-OF-O-0A70AE90,141,41,GRA,Enugu,Mark Ojo,2019-08-13,Verified
C-OF-O-8F61E021,51,19,Enugu-Ukwu,Anambra,Peace Adetokunbo,2013-02-03,Verified
C-OF-O-921C48B9,74,23,Victoria Island,Lagos,Paul Obi,2020-08-08,Verified
C-OF-O-B09C9C54,34,41,Nnewi,Anambra,Faith Nnamani,2013-08-19,Verified
C-OF-O-55CDAC67,37,30,Surulere,Lagos,David Eze,2022-03-04,Verified
C-OF-O-13AEB3EF,166,31,Amawbia,Anambra,James Balogun,2016-10-16,Verified
C-OF-O-8A9A3B04,126,42,Ikeja GRA,Lagos,Gloria Oshodi,2020-02-15,Verified
C-OF-O-66FE54A3,142,42,Ikoyi,Lagos,Gabriel Okonkwo,2016-12-23,Verified
C-OF-O-5813EEB1,180,44,Uwani,Enugu,Samuel Akinwale,2014-06-21,Verified
C-OF-O-65190B47,140,35,Onitsha GRA,Anambra,Gabriel Okafor,2017-09-27,Verified
C-OF-O-0A661628,150,14,GRA,Enugu,Hope Adetokunbo,2023-09-03,Verified
C-OF-O-F0056568,151,21,GRA,Enugu,Mary Uche,2023-12-25,Pledged as Collateral
C-OF-O-A992CE3E,65,2,Uwani,Enugu,Joy Nnamani,2018-06-20,Verified
C-OF-O-DD4AF1EB,145,12,GRA,Enugu,Peter Eze,2020-05-30,Revoked
C-OF-O-C72CA89A,199,37,New Haven,Enugu,Gabriel Ibrahim,2020-03-05,Verified
C-OF-O-300677CE,75,14,Amawbia,Anambra,Cornelius Okafor,2012-09-17,Verified
C-OF-O-4DE55072,159,24,Surulere,Lagos,Andrew Obasanjo,2019-10-23,Verified
C-OF-O-CFC21CE9,13,37,Ikeja GRA,Lagos,Hope Obasanjo,2010-11-26,Verified
C-OF-O-7FA3C57D,68,22,Trans-Ekulu,Enugu,Hope Oshodi,2023-06-30,Verified
C-OF-O-2DD2FDC6,116,45,Enugu-Ukwu,Anambra,Grace Oshodi,2015-06-06,Verified
C-OF-O-7F6EAB69,156,32,Uwani,Enugu,Samuel Ibrahim,2019-09-12,Verified
C-OF-O-F7976337,86,26,GRA,Enugu,Paul Balogun,2013-06-29,Verified
C-OF-O-6A97E1D9,38,3,Ikeja GRA,Lagos,Comfort Eze,2019-12-20,Verified
C-OF-O-B96E8565,170,50,Enugu-Ukwu,Anambra,Paul Adetokunbo,2024-09-07,Verified
C-OF-O-AF692AB8,37,22,Ikeja GRA,Lagos,Esther Oyekan,2015-01-15,Verified
C-OF-O-04E6848C,76,23,Trans-Ekulu,Enugu,Joshua Ibrahim,2013-05-01,Verified
C-OF-O-7833FEB9,50,20,Trans-Ekulu,Enugu,Andrew Adetokunbo,2012-10-04,Verified
C-OF-O-CB3B3F9E,134,29,New Haven,Enugu,Patience Ogunleye,2017-07-11,Verified
C-OF-O-CAF63C1B,167,37,Trans-Ekulu,Enugu,Juliet Ekwueme,2011-09-20,Verified
C-OF-O-EAA58EF9,128,17,New Haven,Enugu,Simon Olawale,2016-07-18,Verified
C-OF-O-131CBF20,151,4,GRA,Enugu,Agnes Obasanjo,2016-03-31,Verified
C-OF-O-5A7755E4,2,27,Uwani,Enugu,Andrew Ibrahim,2011-07-15,Verified
C-OF-O-C58D9C7A,174,7,Onitsha GRA,Anambra,Samuel Ibrahim,2017-11-28,Verified
C-OF-O-195F421D,77,41,Amawbia,Anambra,Michael Obasanjo,2017-01-25,Verified
C-OF-O-66865C82,119,13,New Haven,Enugu,Juliet Oshodi,2012-04-11,Verified
C-OF-O-02DF9846,15,32,Trans-Ekulu,Enugu,Gabriel Nnamani,2020-10-03,Verified
C-OF-O-EB05DD3C,84,14,New Haven,Enugu,Peter Ibrahim,2011-12-28,Verified
C-OF-O-6504C10B,28,20,Amawbia,Anambra,Deborah Oyekan,2019-12-18,Verified
C-OF-O-55DE1A28,107,33,Onitsha GRA,Anambra,Blessing Chukwu,2023-02-10,Verified
C-OF-O-0A6A33C5,107,49,Amawbia,Anambra,Patience Eze,2016-07-28,Verified
C-OF-O-20F5C050,1,3,Ikoyi,Lagos,Cornelius Ojo,2019-05-30,Verified
C-OF-O-E217F035,95,49,Enugu-Ukwu,Anambra,Deborah Chukwu,2015-08-03,Verified
C-OF-O-E44648E0,50,7,Onitsha GRA,Anambra,Philip Oyekan,2023-06-12,Verified
C-OF-O-9297FA7F,143,23,Amawbia,Anambra,Emmanuel Uche,2017-07-26,Verified
C-OF-O-0B71E50B,130,50,Ikeja GRA,Lagos,Sarah Ibrahim,2011-07-13,Verified
C-OF-O-39825C96,142,2,Amawbia,Anambra,Esther Uche,2014-12-29,Verified
C-OF-O-ECDADB62,174,49,Amawbia,Anambra,Joy Obi,2018-05-03,Verified
C-OF-O-6CA37F95,199,37,GRA,Enugu,Elizabeth Olawale,2021-06-22,Verified
C-OF-O-75ADCAD5,86,5,Ikeja GRA,Lagos,Peter Abiola,2014-04-01,Verified
C-OF-O-4D1C2086,154,4,Nnewi,Anambra,Michael Uche,2018-02-03,Verified
C-OF-O-8B39CA19,168,27,Ikeja GRA,Lagos,Nathaniel Akinwale,2018-03-21,Verified
C-OF-O-59BCF0BD,61,37,New Haven,Enugu,Grace Oshodi,2014-07-22,Verified
C-OF-O-BDD1985B,136,36,Victoria Island,Lagos,Andrew Okafor,2010-11-08,Verified
C-OF-O-0571C864,109,16,Victoria Island,Lagos,Gloria Adeyemi,2014-11-11,Verified
C-OF-O-FA3A3F17,96,33,Onitsha GRA,Anambra,Juliet Balogun,2017-02-17,Verified
C-OF-O-F370C71A,85,12,Victoria Island,Lagos,Elizabeth Balogun,2014-12-19,Verified
C-OF-O-B9853B6D,57,2,Trans-Ekulu,Enugu,Mark Ekwueme,2015-04-17,Verified
C-OF-O-7C30EB72,145,2,Victoria Island,Lagos,Esther Adetokunbo,2014-06-07,Verified
C-OF-O-65C5DE90,124,40,Ikoyi,Lagos,Agnes Okafor,2021-08-07,Verified
C-OF-O-7FA6F490,149,12,Surulere,Lagos,Agnes Adeyemi,2013-02-06,Verified
C-OF-O-F7191FC0,156,36,Nnewi,Anambra,Elizabeth Oyekan,2021-07-08,Verified
C-OF-O-8C397E24,119,50,Amawbia,Anambra,Joshua Chukwu,2016-12-16,Verified
C-OF-O-63A58727,154,40,Uwani,Enugu,Emmanuel Balogun,2019-10-25,Verified
C-OF-O-FD34252D,84,11,Enugu-Ukwu,Anambra,Agnes Eze,2019-06-14,Verified
C-OF-O-C3879411,23,41,Uwani,Enugu,Victoria Abiola,2021-06-06,Verified
C-OF-O-3465AFAE,96,5,Surulere,Lagos,Michael Akinwale,2023-04-02,Verified
C-OF-O-927BB921,137,20,Enugu-Ukwu,Anambra,Samuel Akinwale,2012-07-30,Verified
C-OF-O-89D10DE9,193,37,New Haven,Enugu,Elizabeth Okonkwo,2017-12-31,Verified
C-OF-O-4D6EE8E8,17,33,New Haven,Enugu,Hope Obasanjo,2013-05-27,Verified
C-OF-O-DC649B4C,114,20,Victoria Island,Lagos,Simon Ogunleye,2023-12-31,Verified
C-OF-O-F267FB6C,19,2,Uwani,Enugu,Sarah Eze,2023-02-16,Verified
C-OF-O-FA5F6E4F,19,13,Uwani,Enugu,Esther Chukwu,2020-04-09,Verified
C-OF-O-8E35AA35,184,42,Trans-Ekulu,Enugu,Stephen Nnamani,2024-07-08,Verified
C-OF-O-C585B191,182,31,Victoria Island,Lagos,Benjamin Olawale,2019-12-12,Verified
C-OF-O-1498FBBE,61,41,Ikeja GRA,Lagos,Esther Abiola,2019-08-27,Verified
C-OF-O-A0EE8593,3,32,New Haven,Enugu,Victoria Oshodi,2019-08-27,Verified
C-OF-O-769DFB1B,86,35,Ikeja GRA,Lagos,Emmanuel Eze,2014-06-19,Verified
C-OF-O-E442F4CF,91,15,Trans-Ekulu,Enugu,Elizabeth Okonkwo,2023-03-27,Revoked
C-OF-O-ADB1A21C,160,3,Ikoyi,Lagos,Grace Ekwueme,2019-03-17,Verified
C-OF-O-CC4D9878,149,3,GRA,Enugu,Joy Chukwu,2018-06-08,Verified
C-OF-O-71423CB5,15,35,Uwani,Enugu,Benjamin Nnamani,2016-03-28,Verified
C-OF-O-2B50F177,109,25,Surulere,Lagos,John Obi,2024-06-09,Verified
C-OF-O-3E80E6AC,183,17,Ikoyi,Lagos,Angela Ibrahim,2022-01-06,Verified
C-OF-O-DB7792B3,75,40,Enugu-Ukwu,Anambra,David Adetokunbo,2012-08-12,Verified
C-OF-O-68680326,136,1,Uwani,Enugu,Joy Akinwale,2023-10-07,Verified
C-OF-O-A0C06885,154,45,Nnewi,Anambra,Esther Abiola,2022-10-01,Verified
C-OF-O-D9F51049,145,35,Victoria Island,Lagos,Charity Okafor,2024-10-14,Verified
C-OF-O-1F7A534D,7,46,Victoria Island,Lagos,Philip Oshodi,2018-07-12,Verified
C-OF-O-9D9020A2,68,37,GRA,Enugu,Sarah Obasanjo,2011-01-05,Verified
C-OF-O-574E820E,69,29,Uwani,Enugu,Michael Uche,2023-05-29,Verified
C-OF-O-E67E62B3,108,27,Nnewi,Anambra,Angela Adetokunbo,2018-12-17,Verified
C-OF-O-92EFAEBE,111,38,GRA,Enugu,Victoria Ibrahim,2021-01-05,Verified
C-OF-O-E67E1AD6,45,16,New Haven,Enugu,Blessing Ekwueme,2018-06-28,Verified
C-OF-O-C442DBB4,87,9,GRA,Enugu,Ruth Okonkwo,2021-06-02,Verified
C-OF-O-2F77BCCF,4,10,Ikoyi,Lagos,Benjamin Ibrahim,2010-11-06,Verified
C-OF-O-8D56066A,74,25,GRA,Enugu,Patience Oyekan,2020-09-05,Verified
C-OF-O-23245113,181,35,Victoria Island,Lagos,Cornelius Okonkwo,2010-11-29,Verified
C-OF-O-9303A296,122,37,GRA,Enugu,Samuel Okafor,2017-04-21,Verified
C-OF-O-D6AA78A6,200,50,Onitsha GRA,Anambra,John Adeyemi,2020-03-15,Verified
C-OF-O-ACFF10ED,123,24,Trans-Ekulu,Enugu,Daniel Adetokunbo,2020-09-06,Verified
C-OF-O-42D0E460,32,38,Ikeja GRA,Lagos,Michael Nnamani,2015-08-13,Verified
C-OF-O-C9A0852F,1,12,GRA,Enugu,Grace Ibrahim,2013-07-31,Revoked
C-OF-O-562F91A8,145,44,Surulere,Lagos,Andrew Balogun,2010-10-26,Verified
C-OF-O-C065370C,52,39,Onitsha GRA,Anambra,Benjamin Eze,2014-04-11,Verified
C-OF-O-257FBB4B,131,34,Victoria Island,Lagos,Philip Obasanjo,2022-08-20,Verified
C-OF-O-FE728930,127,49,Victoria Island,Lagos,Comfort Uche,2022-05-21,Verified
C-OF-O-4F9B0B11,147,37,Ikoyi,Lagos,John Eze,2019-10-11,Verified
C-OF-O-D80B27F2,85,40,Uwani,Enugu,Esther Ibrahim,2015-09-19,Verified
C-OF-O-00808433,117,49,Uwani,Enugu,John Obi,2018-07-05,Verified
C-OF-O-CFF68A5D,69,26,Onitsha GRA,Anambra,David Uche,2015-01-23,Verified
C-OF-O-7BEFBFE5,57,26,Nnewi,Anambra,Gloria Ogunleye,2020-02-01,Verified
C-OF-O-491D062A,120,7,Nnewi,Anambra,Blessing Chukwu,2020-04-19,Verified
C-OF-O-DEB23FB4,99,2,GRA,Enugu,James Olawale,2024-07-27,Verified
C-OF-O-4360A1BC,85,45,GRA,Enugu,Andrew Uche,2015-04-05,Verified
C-OF-O-F8DEA313,159,7,Enugu-Ukwu,Anambra,Benjamin Okafor,2021-07-08,Verified
C-OF-O-F5ACD463,150,50,New Haven,Enugu,Sarah Ojo,2024-02-27,Verified
C-OF-O-34B31ECB,44,29,Trans-Ekulu,Enugu,Victoria Ojo,2018-12-17,Verified
C-OF-O-0FE04D51,159,29,Enugu-Ukwu,Anambra,Cornelius Adetokunbo,2020-05-14,Verified
C-OF-O-CB02FB28,57,7,Nnewi,Anambra,Comfort Ogunleye,2015-12-24,Verified
C-OF-O-0887DDD5,55,11,Nnewi,Anambra,Hope Balogun,2017-06-28,Verified
C-OF-O-8F244991,137,41,Enugu-Ukwu,Anambra,Joseph Chukwu,2014-06-07,Verified
C-OF-O-E1626E7E,98,27,Uwani,Enugu,Blessing Abiola,2017-12-20,Verified
C-OF-O-8757ACC2,67,41,Trans-Ekulu,Enugu,Charity Obasanjo,2021-10-12,Verified
C-OF-O-195BD087,74,11,Ikeja GRA,Lagos,Ruth Uche,2023-02-19,Verified
C-OF-O-31DCE2E5,136,11,Uwani,Enugu,Simon Adeyemi,2015-08-25,Verified
C-OF-O-A4DD4B91,165,28,Nnewi,Anambra,Joseph Ojo,2022-02-16,Verified
C-OF-O-D768CD19,126,28,Surulere,Lagos,David Okonkwo,2018-04-12,Verified
C-OF-O-A0889964,114,30,New Haven,Enugu,Faith Okafor,2018-06-20,Verified
C-OF-O-00D06B24,57,38,GRA,Enugu,Ruth Oshodi,2014-04-02,Verified
C-OF-O-6F473E19,52,37,GRA,Enugu,Gloria Adetokunbo,2011-06-17,Verified
C-OF-O-DE576E1C,35,28,Victoria Island,Lagos,Mark Adeyemi,2016-01-09,Verified
C-OF-O-E7FF51D9,26,32,Amawbia,Anambra,Gloria Akinwale,2016-10-10,Verified
C-OF-O-D4EA53F0,164,29,GRA,Enugu,Ruth Akinwale,2021-11-30,Verified
C-OF-O-1E8306B4,140,6,GRA,Enugu,Mary Oshodi,2018-03-21,Verified
C-OF-O-CBCE4DE0,59,49,Ikeja GRA,Lagos,Joshua Uche,2015-10-03,Verified
C-OF-O-20C2B168,19,14,GRA,Enugu,Patience Uche,2011-04-25,Verified
C-OF-O-D2A8A637,186,9,Onitsha GRA,Anambra,Peter Uche,2012-08-13,Verified
C-OF-O-73A782AF,199,47,Ikeja GRA,Lagos,Nathaniel Akinwale,2021-04-15,Verified
C-OF-O-3F87D4E7,83,32,New Haven,Enugu,John Nnamani,2016-12-12,Verified
C-OF-O-317D4225,120,3,Victoria Island,Lagos,Angela Chukwu,2011-03-03,Verified
C-OF-O-A8FACFB0,67,5,Uwani,Enugu,Emmanuel Chukwu,2011-07-02,Verified
C-OF-O-B79F4CE4,90,12,New Haven,Enugu,Samuel Ibrahim,2019-06-08,Verified
C-OF-O-97C116BF,197,37,Enugu-Ukwu,Anambra,Charity Okafor,2015-11-07,Verified
